"region","especie","timepoint","mort_total","mort_prim_depredadores","mort_prim_embrionaria","mort_prim_eliminacion","mort_prim_ambiental","mort_prim_sin_causa_aparente","mort_prim_secundaria","mort_prim_otras","mort_prim_desadaptado","mort_prim_deforme","mort_prim_dano_mecanico","mort_sec_vibrio","mort_sec_ipn","mort_sec_furunculosis_atipica","mort_sec_bkd","mort_sec_srs","mort_sec_isa","mort_sec_sit","mort_sec_yersiniosis","mort_sec_micosis","mort_sec_francisellosis","mort_sec_flavobacteriosis","mort_sec_amebiasis","mort_sec_sindrome_icterico","mort_sec_hsmi","mort_sec_tenacibaculosis","mort_sec_estreptococosis","mort_sec_ich","mort_sec_exofialosis","mort_sec_shs","mort_sec_nefrocalcinosis","mort_sec_real","mort_total_real","n_observaciones","pct_prim_depredadores","pct_prim_embrionaria","pct_prim_eliminacion","pct_prim_ambiental","pct_prim_sin_causa_aparente","pct_prim_secundaria","pct_prim_otras","pct_prim_desadaptado","pct_prim_deforme","pct_prim_dano_mecanico","pct_sec_vibrio","pct_sec_ipn","pct_sec_furunculosis_atipica","pct_sec_bkd","pct_sec_srs","pct_sec_isa","pct_sec_sit","pct_sec_yersiniosis","pct_sec_micosis","pct_sec_francisellosis","pct_sec_flavobacteriosis","pct_sec_amebiasis","pct_sec_sindrome_icterico","pct_sec_hsmi","pct_sec_tenacibaculosis","pct_sec_estreptococosis","pct_sec_ich","pct_sec_exofialosis","pct_sec_shs","pct_sec_nefrocalcinosis"
"X Región","Salmón coho","Semana 7 - Febrero 2025",126349,2024,0,87288,2444,532,1728,9089,7610,1420,10953,0,0,0,27,93,0,0,0,0,0,20,0,1257,0,324,0,0,0,0,7,1728,123088,421,1.64435200831925,0,70.9151176394124,1.98557129858313,0.43221110100091,1.40387365137138,7.3841479266866,6.18256856882881,1.15364617184453,8.89851163395294,0,0,0,1.5625,5.38194444444444,0,0,0,0,0,1.15740740740741,0,72.7430555555556,0,18.75,0,0,0,0,0.405092592592593
"X Región","Salmón coho","Semana 8 - Febrero 2024",72190,183,0,7113,10009,1113,12479,19184,5436,2854,13616,0,0,0,1320,137,0,0,0,294,0,0,0,9943,708,77,0,0,0,0,0,12479,71987,443,0.254212566157778,0,9.88095072721464,13.9038993151541,1.54611249253337,17.3350743884312,26.6492561156876,7.55136344062122,3.96460472029672,18.9145262339033,0,0,0,10.5777706546999,1.09784437855597,0,0,0,2.35595800945589,0,0,0,79.6778588027887,5.6735315329754,0.617036621524161,0,0,0,0,0
"X Región","Salmón coho","Semana 8 - Febrero 2025",229377,2775,0,181323,3709,617,2020,10040,7056,1663,17566,0,0,0,44,121,0,0,0,0,0,0,0,1549,0,300,0,0,5,0,1,2020,226769,428,1.22371223579943,0,79.9593418853547,1.63558511083967,0.272083044860629,0.890774312185528,4.42741291799144,3.11153640929757,0.733345386715115,7.74620869695593,0,0,0,2.17821782178218,5.99009900990099,0,0,0,0,0,0,0,76.6831683168317,0,14.8514851485149,0,0,0.247524752475248,0,0.0495049504950495
"X Región","Salmón coho","Semana 9 - Marzo 2024",141089,3812,0,95159,1798,1425,9531,14410,4349,2245,8348,0,0,0,573,95,0,0,0,223,0,0,0,6989,960,689,0,0,2,0,0,9531,141077,830,2.70207050050682,0,67.4518170927933,1.27448131162415,1.01008669024717,6.75588508403212,10.2142801448854,3.08271369535785,1.59132955761747,5.9173359229357,0,0,0,6.01196096946805,0.996747455670968,0,0,0,2.33973350120659,0,0,0,73.329136501941,10.0723953415172,7.22904207323471,0,0,0.0209841569614941,0,0
"X Región","Salmón coho","Semana 9 - Marzo 2025",308842,1152,0,264420,3583,781,3007,4705,8589,1799,17318,0,0,0,154,249,0,0,0,0,0,0,0,1805,0,799,0,0,0,0,0,3007,305354,843,0.377267040877146,0,86.5945754763324,1.17339219397814,0.255768714344662,0.984758673539564,1.54083457233244,2.81280088028976,0.589152262619779,5.67145018568612,0,0,0,5.12138343864317,8.28067841702694,0,0,0,0,0,0,0,60.0266045892917,0,26.5713335550382,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 1 - Enero 2024",55109,372,0,7767,1120,6328,21277,2662,5488,2172,7900,0,0,0,0,11384,0,8177,0,0,0,8,0,0,218,1472,0,0,0,0,18,21277,55086,361,0.6753077006862,0,14.0997712667465,2.03318447518426,11.4874922847911,38.6250589986566,4.83244381512544,9.96260392840286,3.94292560723233,14.3412119231747,0,0,0,0,53.5037834281149,0,38.4311698077736,0,0,0,0.0375992856135733,0,0,1.02458053296987,6.9182685528975,0,0,0,0,0.08459839263054
"X Región","Trucha arcoíris","Semana 1 - Enero 2025",12397,1055,0,0,0,635,733,3618,885,500,4753,0,0,0,0,636,0,53,0,0,0,0,0,0,0,44,0,0,0,0,0,733,12179,111,8.66245176122835,0,0,0,5.21389276623696,6.01855653173495,29.7068724854257,7.26660645373183,4.10542737498974,39.0261926266524,0,0,0,0,86.7667121418827,0,7.23055934515689,0,0,0,0,0,0,0,6.00272851296044,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 10 - Marzo 2024",61631,2745,0,22934,1220,4035,17564,1357,5394,1138,5116,0,0,0,0,10119,0,1951,0,0,0,29,0,0,232,5210,0,0,0,0,23,17564,61503,244,4.46319691722355,0,37.2892379233533,1.98364307432158,6.5606555777767,28.5579565224461,2.20639643594621,8.77030388761524,1.85031624473603,8.3182934165813,0,0,0,0,57.6121612388977,0,11.1079480756092,0,0,0,0.165110453199727,0,0,1.32088362559781,29.6629469369164,0,0,0,0,0.130949669779094
"X Región","Trucha arcoíris","Semana 10 - Marzo 2025",45870,4137,0,22078,0,904,2702,376,1150,308,14069,0,0,0,0,1466,0,411,0,0,0,0,0,0,0,792,0,0,0,0,33,2702,45724,79,9.04776484996938,0,48.2853643600735,0,1.97707987052751,5.90936925903246,0.822325255883125,2.51509054325956,0.67360685854256,30.7693990027119,0,0,0,0,54.2561065877128,0,15.2109548482605,0,0,0,0,0,0,0,29.3116210214656,0,0,0,0,1.22131754256107
"X Región","Trucha arcoíris","Semana 11 - Marzo 2024",62904,4023,0,22768,108,3950,16244,1644,5945,1024,7121,0,0,0,0,8511,0,1269,0,0,0,5,0,0,1589,4855,0,0,0,0,15,16244,62827,247,6.40329794515097,0,36.2391965237875,0.171900615977207,6.28710586212934,25.8551259808681,2.61670937654193,9.4624922405972,1.62987250704315,11.3342989479046,0,0,0,0,52.3947303619798,0,7.8121152425511,0,0,0,0.0307805959123369,0,0,9.78207338094066,29.8879586308791,0,0,0,0,0.0923417877370106
"X Región","Trucha arcoíris","Semana 11 - Marzo 2025",44630,5263,0,19849,0,783,5372,384,1485,418,10889,0,0,0,0,4225,0,481,0,0,0,0,0,0,0,666,0,0,0,0,0,5372,44443,79,11.8421348693833,0,44.6617015052989,0,1.76180725873591,12.0873928402673,0.86402808091263,3.34135859415431,0.940530567243435,24.5010462840042,0,0,0,0,78.6485480268057,0,8.95383469843634,0,0,0,0,0,0,0,12.397617274758,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 12 - Marzo 2024",62629,4669,0,25856,704,5471,8918,4921,5696,920,5395,0,0,0,0,5281,0,775,0,0,0,2,0,0,434,2412,0,0,0,0,14,8918,62550,257,7.46442845723421,0,41.3365307753797,1.12549960031974,8.74660271782574,14.2573940847322,7.86730615507594,9.10631494804157,1.47082334132694,8.62509992006395,0,0,0,0,59.217313298946,0,8.6902893025342,0,0,0,0.0224265530387979,0,0,4.86656200941915,27.0464229647903,0,0,0,0,0.156985871271586
"X Región","Trucha arcoíris","Semana 12 - Marzo 2025",49270,2788,0,24108,7797,594,5926,940,587,339,6054,0,0,0,0,4496,0,456,0,0,0,0,0,0,0,974,0,0,0,0,0,5926,49133,75,5.67439399181813,0,49.0668186351332,15.869171432642,1.20896342580343,12.0611401705575,1.91317444487412,1.19471638206501,0.689963975332261,12.3216575417744,0,0,0,0,75.8690516368545,0,7.69490381370233,0,0,0,0,0,0,0,16.4360445494431,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 13 - Marzo 2024",76831,4918,0,36010,361,4484,8188,10747,5388,1078,5166,0,0,0,0,5229,0,691,0,0,0,12,0,0,474,1769,0,0,0,0,13,8188,76340,249,6.44223211946555,0,47.1705527901493,0.472884464238931,5.87372281896778,10.7257008121561,14.0778097982709,7.05789887346083,1.41210374639769,6.76709457689285,0,0,0,0,63.8617489008305,0,8.43917928676111,0,0,0,0.146555935515388,0,0,5.78895945285784,21.6047874938935,0,0,0,0,0.158768930141671
"X Región","Trucha arcoíris","Semana 13 - Marzo 2025",35803,5907,0,18052,483,488,5459,977,768,365,3093,0,0,0,0,3437,0,912,0,0,0,0,0,0,0,1110,0,0,0,0,0,5459,35592,75,16.5964261631827,0,50.7192627556754,1.35704652730951,1.37109462800629,15.3377163407507,2.74499887615194,2.1577882670263,1.02551135086536,8.69015509103169,0,0,0,0,62.9602491298773,0,16.706356475545,0,0,0,0,0,0,0,20.3333943945778,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 14 - Abril 2024",54919,5646,0,13748,549,3212,9895,11427,4166,1361,4704,0,0,0,0,5849,0,505,0,0,0,12,1546,0,304,1661,0,0,0,0,18,9895,54708,242,10.3202456679096,0,25.1297799224976,1.00350954156613,5.8711705783432,18.0869342692111,20.887255977188,7.6149740440155,2.48775316224318,8.59837683702566,0,0,0,0,59.11066195048,0,5.10358767054068,0,0,0,0.121273370389085,15.6240525517938,0,3.0722587165235,16.7862556846892,0,0,0,0,0.181910055583628
"X Región","Trucha arcoíris","Semana 14 - Abril 2025",24430,9808,0,0,2450,1105,2385,3032,1277,419,3305,0,0,0,0,1194,0,645,0,0,0,0,0,0,0,520,0,0,0,0,26,2385,23781,152,41.2430091249317,0,0,10.3023422059627,4.64656658677095,10.0290147596821,12.7496741095833,5.36983306000589,1.76191076910138,13.897649383962,0,0,0,0,50.062893081761,0,27.0440251572327,0,0,0,0,0,0,0,21.8029350104822,0,0,0,0,1.09014675052411
"X Región","Trucha arcoíris","Semana 15 - Abril 2024",65857,5910,0,18942,349,3603,13068,13052,5012,2162,3520,0,0,0,0,5442,0,826,0,0,0,43,4229,0,692,1777,0,0,0,0,59,13068,65618,232,9.00667499771404,0,28.8670791551099,0.531866256210186,5.49087140723582,19.9152671523058,19.8908835990125,7.63814806912737,3.29482763875766,5.36438172452681,0,0,0,0,41.643709825528,0,6.32078359351087,0,0,0,0.329048056320784,32.3614937251301,0,5.29537802265075,13.5981022344659,0,0,0,0,0.451484542393633
"X Región","Trucha arcoíris","Semana 15 - Abril 2025",29791,6139,0,4603,2231,1212,5730,2833,1579,819,3012,0,0,0,0,2465,0,1992,0,0,0,0,0,0,0,1271,0,0,0,0,2,5730,28158,75,21.8019745720577,0,16.3470416933021,7.92314795084878,4.30428297464309,20.3494566375453,10.0610838837986,5.60764258825201,2.90858725761773,10.6967824419348,0,0,0,0,43.0191972076789,0,34.7643979057592,0,0,0,0,0,0,0,22.1815008726003,0,0,0,0,0.0349040139616056
"X Región","Trucha arcoíris","Semana 16 - Abril 2024",113726,7824,0,34381,6384,3919,29606,21460,3964,1881,3976,0,0,0,0,6008,0,2657,0,0,0,16,16577,0,417,3911,0,0,0,0,20,29606,113395,219,6.89977512235989,0,30.3196789981922,5.62987786057586,3.45606067286917,26.1087349530403,18.9249966929759,3.49574496229993,1.65880329820539,3.50632743948146,0,0,0,0,20.2931838140917,0,8.97453218942106,0,0,0,0.054043099371749,55.9920286428427,0,1.40849827737621,13.2101601026819,0,0,0,0,0.0675538742146862
"X Región","Trucha arcoíris","Semana 16 - Abril 2025",21557,2398,0,7288,0,772,4812,781,1053,817,3030,0,0,0,0,1870,0,1432,0,0,0,0,0,0,0,1510,0,0,0,0,0,4812,20951,77,11.4457543792659,0,34.785929072598,0,3.68478831559353,22.967877428285,3.72774569232972,5.0260130781347,3.8995751992745,14.4623168345186,0,0,0,0,38.8611803823774,0,29.75893599335,0,0,0,0,0,0,0,31.3798836242727,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 17 - Abril 2024",97775,6255,0,27178,2558,3509,27763,22081,3358,1011,3396,0,0,0,0,4895,0,1257,0,0,0,110,17853,0,0,3639,0,0,0,0,9,27763,97109,211,6.44121554129895,0,27.9871072712107,2.6341533740436,3.61346528128186,28.5895231132027,22.7383661658549,3.45796991010102,1.04109814744256,3.49710119556375,0,0,0,0,17.6313798941037,0,4.52760868782192,0,0,0,0.396210784137161,64.3050102654612,0,0,13.1073731225012,0,0,0,0,0.0324172459748586
"X Región","Trucha arcoíris","Semana 17 - Abril 2025",13798,2286,0,4594,153,912,1842,449,926,295,2174,0,0,0,0,1088,0,255,0,0,0,0,0,0,0,498,0,0,0,0,1,1842,13631,80,16.7705964345976,0,33.7025896852762,1.12244149365417,6.69063164844839,13.5133152373267,3.29396229183479,6.7933387132272,2.16418457926785,15.9489399163671,0,0,0,0,59.0662323561346,0,13.8436482084691,0,0,0,0,0,0,0,27.0358306188925,0,0,0,0,0.0542888165038002
"X Región","Trucha arcoíris","Semana 18 - Mayo 2024",92733,2021,0,31980,1614,2977,23384,19949,4333,1927,4049,0,0,0,0,5296,0,1169,0,0,0,150,12651,0,0,4104,0,0,0,0,14,23384,92234,413,2.19116594748141,0,34.6726803564846,1.74989700110588,3.22766008196544,25.3529067372119,21.6286835657133,4.69783377062688,2.08925125224971,4.38992128716092,0,0,0,0,22.6479644201163,0,4.99914471433459,0,0,0,0.641464249059186,54.1010947656517,0,0,17.5504618542593,0,0,0,0,0.0598699965788573
"X Región","Trucha arcoíris","Semana 18 - Mayo 2025",16070,6389,0,2397,0,1216,1628,417,1038,292,1796,0,0,0,0,998,0,209,0,0,0,0,0,0,0,420,0,0,0,0,1,1628,15173,154,42.1076912937455,0,15.797798721413,0,8.01423581361629,10.729585447835,2.74830290647861,6.84109932116259,1.92447109998023,11.8368153957688,0,0,0,0,61.3022113022113,0,12.8378378378378,0,0,0,0,0,0,0,25.7985257985258,0,0,0,0,0.0614250614250614
"X Región","Trucha arcoíris","Semana 19 - Mayo 2024",68377,2753,0,14550,2959,2646,20051,14253,3378,1562,4938,0,0,0,0,5004,0,1034,0,0,0,44,7626,0,0,6336,0,0,0,0,7,20051,67090,204,4.10344313608585,0,21.6872857355791,4.4104933671188,3.94395588016098,29.8867193322403,21.2445968102549,5.03502757489939,2.32821582948278,7.36026233417797,0,0,0,0,24.9563612787392,0,5.15685003241734,0,0,0,0.219440426911376,38.0330158096853,0,0,31.5994214752381,0,0,0,0,0.034910977008628
"X Región","Trucha arcoíris","Semana 19 - Mayo 2025",14375,3728,0,4198,0,865,1937,168,939,375,1537,0,0,0,0,947,0,323,0,0,0,0,0,0,0,667,0,0,0,0,0,1937,13747,80,27.1186440677966,0,30.5375718338547,0,6.29228195242598,14.0903469847967,1.22208481850586,6.83058121772023,2.72786789845057,11.1806212264494,0,0,0,0,48.8900361383583,0,16.6752710376871,0,0,0,0,0,0,0,34.4346928239546,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 2 - Enero 2024",58595,440,0,15709,378,6992,19078,1877,5366,1992,6805,0,0,0,0,11880,0,5519,0,0,0,18,0,0,212,1398,0,0,0,0,51,19078,58637,259,0.750379453246244,0,26.7902518887392,0.644644166652455,11.9242116752221,32.5357709296178,3.20105053123454,9.1512185139076,3.39717243378754,11.6053004075925,0,0,0,0,62.2706782681623,0,28.9286088688542,0,0,0,0.0943495125275186,0,0,1.11122759199077,7.32781213963728,0,0,0,0,0.267323618827969
"X Región","Trucha arcoíris","Semana 2 - Enero 2025",33910,2107,0,8057,0,839,1083,12397,2257,471,6591,0,0,0,0,799,0,160,0,0,0,0,0,0,0,124,0,0,0,0,0,1083,33802,105,6.23335897284184,0,23.8358677001361,0,2.48210165078989,3.20395242885036,36.6753446541625,6.67711969705935,1.39340867404296,19.498846222117,0,0,0,0,73.7765466297322,0,14.7737765466297,0,0,0,0,0,0,0,11.449676823638,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 20 - Mayo 2024",73577,2914,0,33245,5718,2957,10834,7085,2203,1061,6493,0,0,0,0,4340,0,751,0,0,0,9,571,0,0,5145,0,0,0,0,18,10834,72510,201,4.01875603365053,0,45.8488484346987,7.88580885395118,4.07805819886912,14.9413873948421,9.77106605985381,3.03820162736174,1.46324644876569,8.95462694800717,0,0,0,0,40.0590732877977,0,6.93188111500831,0,0,0,0.083071810965479,5.27044489569873,0,0,47.4893852685989,0,0,0,0,0.166143621930958
"X Región","Trucha arcoíris","Semana 20 - Mayo 2025",22492,7098,0,9821,0,551,1109,180,397,415,2484,0,0,0,0,371,0,214,0,0,0,0,0,0,0,524,0,0,0,0,0,1109,22055,75,32.1831784175924,0,44.5295851280889,0,2.49829970528225,5.02833824529585,0.816141464520517,1.80004534119247,1.88165948764453,11.2627522103831,0,0,0,0,33.453561767358,0,19.2966636609558,0,0,0,0,0,0,0,47.2497745716862,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 21 - Mayo 2024",63692,2044,0,27311,3558,3049,11817,5993,3244,1463,4053,0,0,0,0,4531,0,261,0,0,0,1,0,0,0,6995,0,0,0,0,29,11817,62532,194,3.26872641207702,0,43.6752382780017,5.68988677796968,4.87590353738886,18.8975244674727,9.58389304676006,5.18774387513593,2.33960212371266,6.48148148148148,0,0,0,0,38.3430650757383,0,2.20868240670221,0,0,0,0.00846238470000846,0,0,0,59.1943809765592,0,0,0,0,0.245409156300245
"X Región","Trucha arcoíris","Semana 21 - Mayo 2025",8530,3029,0,0,0,610,903,93,756,400,2263,0,0,0,0,494,0,61,0,0,0,0,0,0,0,347,0,0,0,0,1,903,8054,68,37.608641668736,0,0,0,7.5738763347405,11.2118202135585,1.15470573628011,9.38664017879315,4.96647628507574,28.097839582816,0,0,0,0,54.7065337763012,0,6.75526024363234,0,0,0,0,0,0,0,38.4274640088594,0,0,0,0,0.110741971207087
"X Región","Trucha arcoíris","Semana 22 - Junio 2024",57676,7773,0,21335,1057,3208,8759,4695,4296,1082,4483,0,0,0,0,3579,0,592,0,0,0,0,0,11,0,4577,0,0,0,0,0,8759,56688,382,13.7118966977138,0,37.6358312164832,1.8645921535422,5.65904600620943,15.4512418854078,8.28217612193057,7.57832345469941,1.90869319785493,7.90819926615862,0,0,0,0,40.8608288617422,0,6.75876241580089,0,0,0,0,0,0.12558511245576,0,52.2548236100011,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 22 - Junio 2025",8568,2453,0,7,0,1033,1293,126,1217,228,1787,0,0,0,0,841,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,1293,8144,117,30.1203339882122,0,0.0859528487229863,0,12.684184675835,15.8767190569745,1.54715127701375,14.9435166994106,2.79960707269155,21.9425343811395,0,0,0,0,65.0425367362722,0,0,0,0,0,0,0,0,0,34.9574632637278,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 23 - Junio 2024",67463,2487,0,38901,338,2463,7139,5202,3462,1192,4751,0,0,0,0,4446,0,361,0,0,0,0,0,0,0,2328,0,0,0,0,4,7139,65935,182,3.77189656479867,0,58.9990141806324,0.512626071130659,3.73549708045803,10.8273299461591,7.8895882308334,5.2506256161371,1.80784105558505,7.20558125426556,0,0,0,0,62.2776299201569,0,5.05673063454265,0,0,0,0,0,0,0,32.609609188962,0,0,0,0,0.0560302563384227
"X Región","Trucha arcoíris","Semana 23 - Junio 2025",9123,2918,0,4,0,715,1113,154,905,215,2834,0,0,0,0,776,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,1113,8858,58,32.941973357417,0,0.0451569202980357,0,8.07179950327388,12.5649130729284,1.73854143147437,10.2167532174306,2.42718446601942,31.9936780311583,0,0,0,0,69.7214734950584,0,0,0,0,0,0,0,0,0,30.2785265049416,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 24 - Junio 2024",57985,2103,0,36723,0,2322,5320,2066,2686,956,3730,0,0,0,0,4675,0,49,0,0,0,0,0,0,0,594,0,0,0,0,2,5320,55906,173,3.76167137695417,0,65.6870461131185,0,4.15340035058849,9.51597324079705,3.69548885629449,4.80449325653776,1.71001323650413,6.67191356920545,0,0,0,0,87.8759398496241,0,0.921052631578947,0,0,0,0,0,0,0,11.1654135338346,0,0,0,0,0.037593984962406
"X Región","Trucha arcoíris","Semana 24 - Junio 2025",12537,2590,0,5068,0,256,427,1215,334,192,2308,0,0,0,0,295,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,427,12390,67,20.9039548022599,0,40.9039548022599,0,2.06618240516546,3.44632768361582,9.80629539951574,2.69572235673931,1.54963680387409,18.6279257465698,0,0,0,0,69.0866510538642,0,0,0,0,0,0,0,0,0,30.9133489461358,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 25 - Junio 2024",65198,1910,0,44163,0,2350,6208,1295,2156,869,4083,0,0,0,0,5740,0,0,0,0,0,0,0,0,1,467,0,0,0,0,0,6208,63034,168,3.03011073388965,0,70.0621886600882,0,3.72814671447155,9.84865310784656,2.05444680648539,3.42037630485135,1.37862106164927,6.47745661071803,0,0,0,0,92.4613402061856,0,0,0,0,0,0,0,0,0.0161082474226804,7.52255154639175,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 25 - Junio 2025",11978,2273,0,4317,0,568,640,1076,349,158,2392,0,0,0,0,419,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,640,11773,85,19.3068886435063,0,36.6686486027351,0,4.82459865794615,5.43616750191115,9.13955661258812,2.96441009088593,1.34205385203432,20.3176760383929,0,0,0,0,65.46875,0,0,0,0,0,0,0,0,0,34.53125,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 26 - Junio 2024",119720,4710,0,95099,2,1876,7483,1336,2250,861,4260,0,0,0,0,6801,0,338,0,0,0,0,0,0,0,338,0,0,0,0,6,7483,117877,165,3.99569042306811,0,80.6764678435997,0.00169668383145143,1.59148943390144,6.34814255537552,1.13338479940955,1.90876931038286,0.73042238943984,3.61393656099154,0,0,0,0,90.886008285447,0,4.51690498463183,0,0,0,0,0,0,0,4.51690498463183,0,0,0,0,0.0801817452893225
"X Región","Trucha arcoíris","Semana 26 - Junio 2025",17366,2059,0,12419,0,525,454,311,245,58,1161,0,0,0,0,325,0,0,0,0,0,0,0,0,0,126,0,0,0,0,3,454,17232,94,11.9487000928505,0,72.0694057567317,0,3.0466573816156,2.63463324048282,1.80478180129991,1.42177344475395,0.336583101207057,6.7374651810585,0,0,0,0,71.5859030837004,0,0,0,0,0,0,0,0,0,27.7533039647577,0,0,0,0,0.66079295154185
"X Región","Trucha arcoíris","Semana 27 - Julio 2024",128005,1547,0,106667,4,1469,8502,1013,2097,919,3970,0,0,0,0,7884,0,254,0,0,0,3,0,0,0,353,0,0,0,0,8,8502,126188,163,1.22594858465147,0,84.5302247440327,0.00316987352204647,1.16413605097157,6.73756617110977,0.802770469458269,1.66180619393286,0.728278441690177,3.14609947063112,0,0,0,0,92.7311220889203,0,2.98753234533051,0,0,0,0.0352858151023289,0,0,0,4.15196424370736,0,0,0,0,0.0940955069395436
"X Región","Trucha arcoíris","Semana 27 - Julio 2025",7338,2024,0,1999,0,888,350,495,382,205,906,0,0,0,0,262,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,350,7249,194,27.9210925644917,0,27.5762174092978,0,12.2499655124845,4.82825217271348,6.82852807283763,5.26969237136157,2.82797627258932,12.498275624224,0,0,0,0,74.8571428571429,0,0,0,0,0,0,0,0,0,25.1428571428571,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 28 - Julio 2024",83405,1384,0,63855,21,2577,8322,591,1528,617,3248,0,0,0,0,7907,0,250,0,0,0,0,0,0,0,157,0,0,0,0,8,8322,82143,159,1.68486663501455,0,77.7363865454147,0.025565172930134,3.13721193528359,10.131112815456,0.719477009605201,1.86017067796404,0.751129128471081,3.95408007986073,0,0,0,0,95.013217976448,0,3.00408555635665,0,0,0,0,0,0,0,1.88656572939197,0,0,0,0,0.0961307378034126
"X Región","Trucha arcoíris","Semana 28 - Julio 2025",28007,1801,0,23339,0,902,223,420,331,141,790,0,0,0,0,115,0,19,0,0,0,0,0,0,0,89,0,0,0,0,0,223,27947,98,6.44434107417612,0,83.5116470461946,0,3.22753783948188,0.797938955880774,1.50284467026872,1.18438472823559,0.504526425018786,2.82677926074355,0,0,0,0,51.5695067264574,0,8.52017937219731,0,0,0,0,0,0,0,39.9103139013453,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 29 - Julio 2024",47203,1256,0,27018,0,2925,7036,307,1953,573,3901,0,0,0,0,6745,0,130,0,0,0,0,0,0,0,157,0,0,0,0,4,7036,44969,154,2.79303520202806,0,60.0813894015878,0,6.50448086459561,15.6463341412973,0.682692521514821,4.3429918388223,1.27421112321822,8.67486490693589,0,0,0,0,95.8641273450824,0,1.84764070494599,0,0,0,0,0,0,0,2.23138146674247,0,0,0,0,0.0568504832291074
"X Región","Trucha arcoíris","Semana 29 - Julio 2025",3762,51,0,0,0,1637,287,287,609,328,526,0,0,0,0,111,0,50,0,0,0,0,0,0,0,123,0,0,0,0,3,287,3725,95,1.36912751677852,0,0,0,43.9463087248322,7.70469798657718,7.70469798657718,16.3489932885906,8.80536912751678,14.1208053691275,0,0,0,0,38.6759581881533,0,17.4216027874564,0,0,0,0,0,0,0,42.8571428571429,0,0,0,0,1.04529616724739
"X Región","Trucha arcoíris","Semana 3 - Enero 2024",72276,308,0,11221,0,8917,18819,5546,7873,2336,17247,0,0,0,0,10504,0,6392,0,0,0,15,0,0,158,1717,0,0,0,0,33,18819,72267,260,0.426197296137933,0,15.5271424024797,0,12.3389652261752,26.0409315455187,7.67431884539278,10.8943224431622,3.23245741486432,23.8656648262692,0,0,0,0,55.8159307083267,0,33.9656729900632,0,0,0,0.0797066794197354,0,0,0.839577023221213,9.12375790424571,0,0,0,0,0.175354694723418
"X Región","Trucha arcoíris","Semana 3 - Enero 2025",38406,1934,0,9979,36,790,2316,12591,3493,780,6444,0,0,0,0,753,0,232,0,0,0,92,0,0,0,1183,0,0,0,0,56,2316,38363,101,5.0413158512108,0,26.0120428537914,0.0938404191538722,2.05927586476553,6.03706696556578,32.8206865990668,9.10512733623544,2.03320908166723,16.7974350285431,0,0,0,0,32.5129533678756,0,10.0172711571675,0,0,0,3.97236614853195,0,0,0,51.0794473229706,0,0,0,0,2.41796200345423
"X Región","Trucha arcoíris","Semana 30 - Julio 2024",30097,2463,0,10550,0,2206,6206,474,1535,800,4212,0,0,0,0,5630,0,308,0,0,0,0,0,0,0,268,0,0,0,0,0,6206,28446,152,8.6585108626872,0,37.0878155100893,0,7.75504464599592,21.8167756450819,1.66631512339169,5.39618927089925,2.8123461998172,14.8070027420375,0,0,0,0,90.7186593619078,0,4.96293909120206,0,0,0,0,0,0,0,4.31840154689011,0,0,0,0,0
"X Región","Trucha arcoíris","Semana 30 - Julio 2025",3955,129,0,20,0,1162,402,463,580,420,770,0,0,0,0,105,0,96,0,0,0,0,0,0,0,191,0,0,0,0,10,402,3946,105,3.26913329954384,0,0.506842372022301,0,29.4475418144957,10.1875316776483,11.7334009123163,14.6984287886467,10.6436898124683,19.5134313228586,0,0,0,0,26.1194029850746,0,23.8805970149254,0,0,0,0,0,0,0,47.5124378109453,0,0,0,0,2.48756218905473
"X Región","Trucha arcoíris","Semana 31 - Agosto 2024",90514,2208,0,73922,5,2218,4813,1210,1407,710,3047,0,0,0,0,4268,0,346,0,0,0,0,0,0,0,199,0,0,0,0,0,4813,89540,314,2.46593701139156,0,82.5575161938798,0.0055840964931874,2.47710520437793,5.37525128434219,1.35135135135135,1.57136475318293,0.792941702032611,3.4029484029484,0,0,0,0,88.6765011427384,0,7.18886349470185,0,0,0,0,0,0,0,4.13463536255973,0,0,0,0,0
