"region","especie","timepoint","mort_total","mort_prim_depredadores","mort_prim_embrionaria","mort_prim_eliminacion","mort_prim_ambiental","mort_prim_sin_causa_aparente","mort_prim_secundaria","mort_prim_otras","mort_prim_desadaptado","mort_prim_deforme","mort_prim_dano_mecanico","mort_sec_vibrio","mort_sec_ipn","mort_sec_furunculosis_atipica","mort_sec_bkd","mort_sec_srs","mort_sec_isa","mort_sec_sit","mort_sec_yersiniosis","mort_sec_micosis","mort_sec_francisellosis","mort_sec_flavobacteriosis","mort_sec_amebiasis","mort_sec_sindrome_icterico","mort_sec_hsmi","mort_sec_tenacibaculosis","mort_sec_estreptococosis","mort_sec_ich","mort_sec_exofialosis","mort_sec_shs","mort_sec_nefrocalcinosis","mort_sec_real","mort_total_real","n_observaciones"
"X Región","Trucha arcoíris","Semana 46 - Noviembre 2024",12669,501,0,5,0,1224,6934,537,851,427,1989,0,0,0,0,1208,0,5513,0,0,0,0,0,0,45,168,0,0,0,0,0,6934,12468,152
"X Región","Trucha arcoíris","Semana 47 - Noviembre 2024",9852,419,0,74,0,1237,4666,226,1107,523,1506,0,0,0,0,940,0,3624,0,0,0,0,0,0,44,58,0,0,0,0,0,4666,9758,143
"X Región","Trucha arcoíris","Semana 48 - Diciembre 2024",9759,408,0,0,0,1014,4459,188,1288,630,1658,0,0,0,0,1064,0,3281,0,0,0,0,0,0,10,104,0,0,0,0,0,4459,9645,278
"X Región","Trucha arcoíris","Semana 49 - Diciembre 2024",9104,454,0,0,0,1196,2980,231,1147,377,2568,0,0,0,0,1139,0,1740,0,0,0,0,0,0,2,91,0,0,0,0,8,2980,8953,133
"X Región","Trucha arcoíris","Semana 5 - Febrero 2024",251738,355,0,24637,0,6254,157586,1004,6413,1558,53859,0,135077,0,0,13099,0,6058,0,0,0,29,0,0,225,3088,0,0,0,0,10,157586,251666,522
"X Región","Trucha arcoíris","Semana 5 - Febrero 2025",73504,4317,0,11810,0,488,41286,2410,5873,196,7057,0,14845,0,0,1289,0,49,0,0,0,14713,0,0,0,10387,0,0,0,0,3,41286,73437,178
"X Región","Trucha arcoíris","Semana 50 - Diciembre 2024",9911,487,0,0,0,1002,2159,259,1197,568,4056,0,0,0,0,901,0,1099,0,0,0,0,0,0,0,159,0,0,0,0,0,2159,9728,128
"X Región","Trucha arcoíris","Semana 51 - Diciembre 2024",9300,464,0,0,0,1160,1796,600,1213,759,3071,0,0,0,0,535,0,1083,0,0,0,0,0,0,1,155,0,0,0,0,22,1796,9063,123
"X Región","Trucha arcoíris","Semana 52 - Diciembre 2024",10204,394,0,0,0,1038,1570,834,1750,801,3657,0,0,0,0,658,0,818,0,0,0,0,0,0,0,94,0,0,0,0,0,1570,10044,118
"X Región","Trucha arcoíris","Semana 6 - Febrero 2024",113031,1695,0,21039,1915,6573,66351,1265,6450,1156,6523,0,47194,0,0,10796,0,6017,0,0,0,14,0,0,241,2077,0,0,0,0,12,66351,112967,259
"X Región","Trucha arcoíris","Semana 6 - Febrero 2025",79110,2387,0,13297,0,327,47288,316,3588,243,11627,0,40129,0,0,1295,0,12,0,0,0,2882,0,0,0,2970,0,0,0,0,0,47288,79073,84
"X Región","Trucha arcoíris","Semana 7 - Febrero 2024",84496,1800,0,20754,1081,5049,39460,2460,5819,894,7151,0,17637,0,0,12785,0,6568,0,0,0,23,0,0,159,2243,0,0,0,0,45,39460,84468,261
"X Región","Trucha arcoíris","Semana 7 - Febrero 2025",55313,5355,0,26706,0,531,12598,424,3913,161,5539,0,6515,0,0,1187,0,64,0,0,0,2531,0,0,0,2301,0,0,0,0,0,12598,55227,83
"X Región","Trucha arcoíris","Semana 8 - Febrero 2024",69653,3399,0,19980,1455,5966,18996,4192,5378,1076,9126,0,0,0,0,10760,0,5804,0,0,0,21,0,0,254,2121,0,0,0,0,36,18996,69568,254
"X Región","Trucha arcoíris","Semana 8 - Febrero 2025",56506,5720,0,32696,763,994,7695,507,2383,137,5531,0,4153,0,0,1044,0,139,0,0,0,1068,0,0,0,1290,0,0,0,0,1,7695,56426,81
"X Región","Trucha arcoíris","Semana 9 - Marzo 2024",64600,6203,0,22218,1062,5358,16133,576,4143,929,7828,0,0,0,0,8855,0,2959,0,0,0,22,0,0,314,3950,0,0,0,0,33,16133,64450,486
"X Región","Trucha arcoíris","Semana 9 - Marzo 2025",62968,10925,0,35610,65,701,4697,1983,1802,98,7007,0,2160,0,0,1165,0,133,0,0,0,471,0,0,0,768,0,0,0,0,0,4697,62888,158
"XI Región","Salmón Atlántico","Semana 1 - Enero 2024",997028,6745,0,18201,806730,13634,38917,35125,20392,4680,49977,0,49,361,3304,21531,0,0,0,662,0,0,1266,2,555,11009,0,0,77,0,101,38917,994401,2504
"XI Región","Salmón Atlántico","Semana 1 - Enero 2025",140301,2579,0,37773,610,6210,31528,9609,11252,3084,35027,0,71,734,432,21020,0,0,31,164,0,0,125,0,0,8795,0,0,80,0,76,31528,137672,1381
"XI Región","Salmón Atlántico","Semana 10 - Marzo 2024",117687,5513,0,8205,1692,5503,30663,26208,12676,3096,24031,0,0,0,1054,20492,0,0,0,51,0,0,799,1,288,7840,0,0,89,0,49,30663,117587,1069
"XI Región","Salmón Atlántico","Semana 10 - Marzo 2025",242414,3893,0,30684,2853,6197,64703,70759,16344,4187,41163,0,1,50,239,45290,0,0,25,1607,0,0,896,0,0,16421,0,0,141,0,33,64703,240783,1382
"XI Región","Salmón Atlántico","Semana 11 - Marzo 2024",134477,8363,44,5783,5574,5357,33254,32284,13586,2896,27497,0,0,0,633,15272,0,0,0,53,0,0,9738,0,155,7018,0,0,95,0,290,33254,134638,1068
"XI Región","Salmón Atlántico","Semana 11 - Marzo 2025",231590,5651,0,46011,1813,5187,67985,24686,20551,5519,52544,0,0,4072,209,45238,0,0,23,220,0,0,2055,0,0,15947,0,0,175,0,46,67985,229947,1383
"XI Región","Salmón Atlántico","Semana 12 - Marzo 2024",165356,6063,0,21126,3275,5956,59669,21073,15054,3288,29859,0,0,0,464,20296,0,0,0,7,0,0,32297,0,205,6234,0,0,103,0,63,59669,165363,1070
"XI Región","Salmón Atlántico","Semana 12 - Marzo 2025",229742,6312,0,34563,1985,5302,67473,43951,16624,5094,46843,0,3,568,137,46926,0,0,12,34,0,0,3592,0,0,15984,0,0,160,0,57,67473,228147,1399
"XI Región","Salmón Atlántico","Semana 13 - Marzo 2024",180023,6536,0,29365,1822,5474,66121,24193,15214,3251,27988,0,0,0,295,25715,0,0,0,1,0,0,31860,0,451,7607,0,0,79,0,113,66121,179964,1077
"XI Región","Salmón Atlántico","Semana 13 - Marzo 2025",215732,3831,0,40287,5464,5340,65670,31466,14138,5131,42123,0,21,675,175,46282,0,0,0,12,0,0,3354,0,0,14961,0,0,102,0,88,65670,213450,1413
"XI Región","Salmón Atlántico","Semana 14 - Abril 2024",199170,13106,0,24413,7432,4544,79148,27491,12481,3634,26939,0,0,10813,384,25681,0,0,0,0,0,0,33450,1,862,7704,0,0,83,0,170,79148,199188,1089
"XI Región","Salmón Atlántico","Semana 14 - Abril 2025",248484,5243,0,50377,9434,4440,64476,37568,13173,5030,56817,0,9,422,284,44805,0,0,0,153,0,0,2990,0,0,15675,0,0,102,0,36,64476,246558,2816
"XI Región","Salmón Atlántico","Semana 15 - Abril 2024",239320,5760,0,39013,2834,5859,103446,18567,17323,3678,42873,0,0,14825,496,28927,0,0,0,5,0,0,48027,0,791,9869,0,0,227,0,279,103446,239353,1083
"XI Región","Salmón Atlántico","Semana 15 - Abril 2025",279948,4143,0,90017,17147,4291,66171,34139,15789,4768,41809,0,4,256,455,45719,0,0,0,2,0,0,1548,0,0,17945,0,0,172,0,70,66171,278274,1398
"XI Región","Salmón Atlántico","Semana 16 - Abril 2024",192777,4515,0,41261,4380,8540,47003,26948,17512,3308,39278,0,0,2418,371,26932,0,0,0,0,0,0,6927,0,270,9790,0,0,154,0,141,47003,192745,1084
"XI Región","Salmón Atlántico","Semana 16 - Abril 2025",333454,3284,0,110567,25784,4493,94153,25938,15769,4091,47156,0,1,160,458,69849,0,0,0,15,0,0,2451,0,0,21034,0,0,134,0,51,94153,331235,1397
"XI Región","Salmón Atlántico","Semana 17 - Abril 2024",137027,5577,0,19488,93,6913,37876,20345,12155,3284,31318,0,0,1716,146,24459,0,0,0,15,0,0,924,0,1027,9339,0,0,97,0,153,37876,137049,1094
"XI Región","Salmón Atlántico","Semana 17 - Abril 2025",268905,2929,0,50784,29559,4195,89211,31776,12178,3915,41646,0,7,753,872,62880,0,0,3,11,0,0,2139,0,0,22417,0,0,59,0,70,89211,266193,1398
"XI Región","Salmón Atlántico","Semana 18 - Mayo 2024",222459,7437,0,57186,327,7312,49640,42247,13916,3857,40538,0,0,3980,375,27758,0,0,7,2,0,0,5411,0,730,11116,0,0,123,0,138,49640,222460,2222
"XI Región","Salmón Atlántico","Semana 18 - Mayo 2025",276209,7245,0,58396,29247,4966,77946,37592,12445,3948,42850,0,7,294,1355,51611,0,0,0,8,0,0,1158,0,0,23421,0,0,68,0,24,77946,274635,2768
"XI Región","Salmón Atlántico","Semana 19 - Mayo 2024",217600,6217,0,49120,11449,6323,61059,21642,17178,3221,41404,0,0,2004,484,29765,0,0,0,24,0,0,3889,194,11545,12792,0,0,201,1,160,61059,217613,1117
"XI Región","Salmón Atlántico","Semana 19 - Mayo 2025",268539,6476,0,53472,11566,4423,87630,34986,14369,3930,39253,0,33,160,903,63932,0,0,0,15,0,0,817,0,0,21712,0,0,54,0,4,87630,256105,1386
"XI Región","Salmón Atlántico","Semana 2 - Enero 2024",257428,3252,0,117846,4642,9409,26555,46255,16554,3474,29060,0,0,0,1726,14902,0,0,0,168,0,0,126,0,960,8504,0,0,114,3,52,26555,257047,1123
"XI Región","Salmón Atlántico","Semana 2 - Enero 2025",149965,1508,0,27597,2230,5368,38232,12927,12574,4174,39505,0,60,704,519,25610,0,0,37,633,0,0,170,0,0,10197,1,0,135,44,122,38232,144115,1382
"XI Región","Salmón Atlántico","Semana 20 - Mayo 2024",231971,4448,0,79330,334,6613,44810,29022,18970,3906,44548,0,0,518,383,27055,0,0,1,404,0,0,1945,34,3645,10574,0,0,129,0,122,44810,231981,1126
"XI Región","Salmón Atlántico","Semana 20 - Mayo 2025",254245,6172,0,53134,11725,5022,100790,18047,14298,3852,39178,0,4,144,1122,73431,0,0,0,16,0,0,968,1,0,25018,0,0,83,0,3,100790,252218,1376
"XI Región","Salmón Atlántico","Semana 21 - Mayo 2024",254456,6233,0,83270,210,7703,51781,38981,24701,3314,38468,0,170,98,102,30079,0,0,0,2224,0,0,1415,0,5373,11853,0,0,137,0,330,51781,254661,1154
"XI Región","Salmón Atlántico","Semana 21 - Mayo 2025",282618,7673,0,89348,16822,4005,91114,19748,13655,3792,34321,0,0,175,1286,71167,0,0,0,122,0,0,1339,0,0,16943,0,0,81,0,1,91114,280478,1369
"XI Región","Salmón Atlántico","Semana 22 - Junio 2024",188579,5649,0,32798,1373,6267,50776,38391,15557,2878,34721,0,190,58,55,30532,0,0,4,1014,0,0,1829,1,6544,10281,0,0,149,0,119,50776,188410,2349
"XI Región","Salmón Atlántico","Semana 22 - Junio 2025",306202,10745,0,79775,16653,4237,97432,33840,18349,4378,36677,0,11,139,1139,74146,0,0,0,190,0,0,940,0,0,20814,0,0,35,0,18,97432,302086,2693
"XI Región","Salmón Atlántico","Semana 23 - Junio 2024",175139,5694,0,32177,66,5747,50437,32852,13859,2714,31551,0,280,438,69,28471,0,0,4,2975,0,0,4721,9,4113,9121,0,0,128,0,108,50437,175097,1173
"XI Región","Salmón Atlántico","Semana 23 - Junio 2025",349523,4414,0,172729,9115,5514,66948,18211,15067,5093,46327,0,56,231,1085,42806,0,0,0,317,0,0,859,0,0,21512,0,0,74,0,8,66948,343418,1348
"XI Región","Salmón Atlántico","Semana 24 - Junio 2024",209786,4049,0,34580,112,6436,52184,45564,21375,3276,42252,0,100,282,160,29073,0,0,0,3065,0,0,3227,49,1581,14237,0,0,139,0,271,52184,209828,1188
"XI Región","Salmón Atlántico","Semana 24 - Junio 2025",259997,5962,0,106183,12221,4595,54696,16725,12666,3743,38768,0,8,119,836,34591,0,0,0,117,0,0,471,0,0,18497,0,0,47,0,10,54696,255559,1319
"XI Región","Salmón Atlántico","Semana 25 - Junio 2024",207643,5129,0,46697,18,6480,60381,22921,23208,2813,39970,0,68,91,177,23739,0,0,0,19907,0,0,1151,29,1828,13139,0,0,52,0,200,60381,207617,1197
"XI Región","Salmón Atlántico","Semana 25 - Junio 2025",261019,8905,0,90955,6275,3592,52304,35587,11991,3809,44269,0,0,366,1397,33514,0,0,0,247,0,0,562,0,0,16185,0,0,23,0,10,52304,257687,1304
"XI Región","Salmón Atlántico","Semana 26 - Junio 2024",228134,4785,0,66150,2,8343,46138,29317,29822,3712,39710,0,96,93,118,22520,0,0,0,4316,0,0,1650,64,2261,14693,0,0,42,0,285,46138,227979,1221
"XI Región","Salmón Atlántico","Semana 26 - Junio 2025",203036,5194,0,55876,5105,4491,44140,29508,13212,3640,39219,0,0,232,1361,28270,0,0,0,192,0,0,507,0,0,13561,0,0,11,0,6,44140,200385,1301
"XI Región","Salmón Atlántico","Semana 27 - Julio 2024",214693,3185,0,49146,0,6288,39958,23474,47123,3462,41895,0,11,177,196,23342,0,0,0,1215,0,0,1276,93,1811,11660,0,0,97,0,80,39958,214531,1232
"XI Región","Salmón Atlántico","Semana 27 - Julio 2025",235484,5744,0,73517,13814,4559,45838,27786,14110,3999,42419,0,0,341,810,27433,0,92,0,1409,0,0,783,0,0,14938,0,0,15,11,6,45838,231786,2603
"XI Región","Salmón Atlántico","Semana 28 - Julio 2024",214336,3882,0,72266,114,5575,38334,22597,26106,3160,42332,0,0,114,77,24364,0,0,0,714,0,0,1086,29,746,10908,0,0,81,0,215,38334,214366,1246
"XI Región","Salmón Atlántico","Semana 28 - Julio 2025",172434,4285,0,46060,6848,4324,36304,23154,12181,3135,33544,0,0,168,790,23430,0,0,0,652,0,0,397,0,0,10848,0,0,12,7,0,36304,169835,1282
"XI Región","Salmón Atlántico","Semana 29 - Julio 2024",162380,5758,0,34065,117,6336,31876,20606,20133,3333,40073,0,0,139,67,18736,0,0,0,1198,0,0,749,30,796,9914,0,0,29,0,218,31876,162297,1247
"XI Región","Salmón Atlántico","Semana 29 - Julio 2025",169922,5300,0,24272,910,3423,35170,48134,10498,3307,36855,0,0,69,456,21836,0,0,0,381,0,0,358,0,0,12047,0,0,18,4,1,35170,167869,1282
"XI Región","Salmón Atlántico","Semana 3 - Enero 2024",158446,1907,0,13656,826,6197,23219,36304,38883,2983,34352,0,0,31,1930,11835,0,0,0,205,0,0,0,0,2118,7011,0,0,54,0,35,23219,158327,1083
"XI Región","Salmón Atlántico","Semana 3 - Enero 2025",181663,1602,0,26935,330,5906,51179,18335,18571,5018,43928,0,81,997,646,32349,0,0,48,545,0,0,272,0,0,15873,0,0,133,0,235,51179,171804,1379
"XI Región","Salmón Atlántico","Semana 30 - Julio 2024",164803,5592,0,34811,1064,5486,36397,19004,19481,3466,39139,0,0,909,51,21336,0,0,0,1124,0,0,430,25,1340,11076,0,0,31,0,75,36397,164440,1254
"XI Región","Salmón Atlántico","Semana 30 - Julio 2025",172460,5083,0,42553,921,4128,33620,29343,11142,3785,40109,0,0,83,325,20134,0,0,0,194,0,0,259,0,0,12593,0,0,31,0,1,33620,170684,1300
"XI Región","Salmón Atlántico","Semana 31 - Agosto 2024",128665,7024,0,17458,260,4722,27716,26744,11061,2425,31087,0,0,486,64,16494,0,0,0,968,0,0,137,62,1169,8167,0,0,100,0,69,27716,128497,2512
"XI Región","Salmón Atlántico","Semana 31 - Agosto 2025",164738,4878,0,16275,5206,4518,34132,27264,13279,3938,52568,0,0,17,826,19073,0,0,18,381,0,0,186,0,0,13612,0,0,19,0,0,34132,162058,2624
"XI Región","Salmón Atlántico","Semana 32 - Agosto 2024",173317,3605,0,65726,894,5297,27889,24616,9810,2372,33057,0,5,680,235,17272,0,0,9,796,0,0,299,43,663,7590,0,0,86,0,211,27889,173266,1262
"XI Región","Salmón Atlántico","Semana 32 - Agosto 2025",134989,3016,0,28634,1500,3127,27053,19671,11731,3105,35533,0,0,48,617,14960,0,0,23,322,0,3,164,0,0,10838,0,0,33,0,45,27053,133370,1312
"XI Región","Salmón Atlántico","Semana 33 - Agosto 2024",169360,3618,0,61584,6229,5536,25019,23730,9801,2587,31035,0,11,1359,356,13570,0,0,178,1025,0,0,361,40,797,7147,0,0,38,0,137,25019,169139,1284
"XI Región","Salmón Atlántico","Semana 33 - Agosto 2025",162034,2785,0,41177,2540,3988,28192,23578,12844,3603,41806,0,0,118,380,15124,0,0,21,425,0,0,195,0,0,11907,0,0,22,0,0,28192,160513,1305
"XI Región","Salmón Atlántico","Semana 34 - Agosto 2024",192514,5725,0,84057,165,5162,26992,22054,10157,2725,35269,0,19,6548,323,9852,0,0,121,647,0,0,173,14,648,8396,0,0,86,0,165,26992,192306,1288
"XI Región","Salmón Atlántico","Semana 35 - Septiembre 2024",132083,4319,0,14942,767,5647,31096,21584,10993,2434,40107,0,18,1871,444,7891,0,0,1846,8533,0,0,395,55,1460,8405,0,0,109,0,69,31096,131889,2595
"XI Región","Salmón Atlántico","Semana 36 - Septiembre 2024",113994,4578,0,10572,2380,5032,27493,12774,9031,2403,39505,0,330,1013,492,7597,0,0,1244,7514,0,0,83,76,1062,8004,0,0,51,0,27,27493,113768,1297
"XI Región","Salmón Atlántico","Semana 37 - Septiembre 2024",95853,4865,0,7222,733,5159,20027,13904,9041,3084,31580,0,144,282,399,8219,0,0,477,1901,0,0,48,16,1332,7137,0,0,34,0,38,20027,95615,1288
"XI Región","Salmón Atlántico","Semana 38 - Septiembre 2024",77740,4348,0,3397,55,4486,15652,12470,7917,3053,26171,0,57,281,354,5936,0,0,74,792,0,0,36,0,1049,6996,0,0,39,0,38,15652,77549,1273
"XI Región","Salmón Atlántico","Semana 39 - Septiembre 2024",167082,7395,0,57627,1399,6160,16235,32699,9121,2425,33552,0,215,77,400,5661,0,0,13,635,0,0,25,15,1744,7361,0,0,58,0,31,16235,166613,1295
"XI Región","Salmón Atlántico","Semana 4 - Enero 2024",163598,2801,0,13659,5672,8209,33131,35409,23935,3107,37410,0,0,11362,2073,9553,0,0,0,10,0,0,0,0,1954,8047,0,0,79,15,38,33131,163333,1079
"XI Región","Salmón Atlántico","Semana 4 - Enero 2025",183508,1317,0,23484,8319,4882,43318,28953,19224,5602,40972,0,81,396,418,27022,0,0,94,316,0,0,310,0,0,14491,0,0,77,0,113,43318,176071,1386
"XI Región","Salmón Atlántico","Semana 40 - Octubre 2024",105745,4027,0,14062,1603,5091,15052,17227,9363,2767,35550,0,132,115,377,6855,0,0,5,179,0,0,66,15,1133,6097,0,0,53,0,25,15052,104742,2607
"XI Región","Salmón Atlántico","Semana 41 - Octubre 2024",108743,3288,0,13782,261,5479,15308,14434,8308,3307,43188,0,167,442,783,6709,0,0,33,168,0,0,145,27,859,5901,0,0,41,0,33,15308,107355,1310
"XI Región","Salmón Atlántico","Semana 42 - Octubre 2024",103300,2208,0,4726,98,5485,16243,18748,9328,3064,42444,0,64,843,1418,5598,0,0,54,657,0,0,328,36,833,6274,0,0,77,0,61,16243,102344,1327
"XI Región","Salmón Atlántico","Semana 43 - Octubre 2024",141032,2331,0,8657,23993,5528,18906,35508,11451,2833,30759,0,1,1049,1214,6423,0,0,3,440,0,0,177,54,1661,7395,0,0,87,0,402,18906,139966,1343
"XI Región","Salmón Atlántico","Semana 44 - Noviembre 2024",106477,3260,0,15750,228,4325,15620,22595,8698,2330,33471,0,0,481,622,4835,0,0,0,1873,0,0,336,46,814,6276,0,0,59,0,278,15620,106277,2697
"XI Región","Salmón Atlántico","Semana 45 - Noviembre 2024",145496,9081,0,20767,145,7389,18644,38167,11727,3088,36286,0,0,450,501,6796,0,0,0,1755,0,0,75,63,1322,7522,0,0,51,0,109,18644,145294,1357
"XI Región","Salmón Atlántico","Semana 46 - Noviembre 2024",134146,4299,0,9937,8,5450,16879,43410,8904,2932,40488,0,0,392,702,5823,0,0,0,988,0,0,29,40,1753,7020,0,0,75,0,57,16879,132307,1381
"XI Región","Salmón Atlántico","Semana 47 - Noviembre 2024",144661,3414,0,7063,3331,5033,39096,26236,9725,2938,46638,0,0,509,559,12554,0,0,4,2140,0,0,184,32,13637,9227,0,0,94,0,156,39096,143474,1398
"XI Región","Salmón Atlántico","Semana 48 - Diciembre 2024",151953,2934,42,4483,2505,6787,37951,46088,9289,3152,37665,0,52,164,473,22152,0,0,0,3792,0,0,77,71,3149,7858,0,0,71,0,92,37951,150896,2770
"XI Región","Salmón Atlántico","Semana 49 - Diciembre 2024",134740,1294,0,12154,621,7040,43926,18326,9928,3725,36584,0,0,285,618,28655,0,0,29,3343,0,0,91,0,3400,7310,0,0,109,0,86,43926,133598,1380
"XI Región","Salmón Atlántico","Semana 5 - Febrero 2024",200709,1706,0,10033,53111,5960,25900,37863,12232,3495,50201,0,0,1279,2032,11183,0,0,0,1842,0,0,0,0,1824,7637,0,0,48,12,43,25900,200501,2186
"XI Región","Salmón Atlántico","Semana 5 - Febrero 2025",220762,611,0,34224,254,4996,50411,54577,20966,4350,48473,0,45,302,487,33880,0,0,103,144,0,0,702,0,0,14327,0,0,364,0,57,50411,218862,2778
"XI Región","Salmón Atlántico","Semana 50 - Diciembre 2024",137917,1324,0,13696,1349,6873,45387,15464,10597,4210,37610,0,93,428,672,30865,0,0,155,1824,0,0,75,0,2865,8076,0,0,174,0,160,45387,136510,1382
"XI Región","Salmón Atlántico","Semana 51 - Diciembre 2024",163248,2755,0,21478,1329,6372,43882,29570,12158,4071,39791,0,179,740,550,28239,0,0,264,1786,0,0,76,0,2515,9017,0,0,163,0,353,43882,161406,1387
"XI Región","Salmón Atlántico","Semana 52 - Diciembre 2024",177459,837,0,26222,1715,9310,39719,23860,17538,3991,52453,0,181,1312,687,24252,0,0,515,887,0,0,83,0,1379,10056,0,0,112,0,255,39719,175645,1389
"XI Región","Salmón Atlántico","Semana 6 - Febrero 2024",190630,2340,0,15064,64763,6112,26226,33323,10266,3301,28918,0,0,81,1464,13902,0,0,0,377,0,0,0,0,1021,9318,0,0,31,3,29,26226,190313,1081
"XI Región","Salmón Atlántico","Semana 6 - Febrero 2025",203314,635,0,27624,10275,5464,59536,40209,14454,3954,40104,0,26,253,288,39757,0,0,85,3148,0,0,423,0,0,14868,0,0,647,0,41,59536,202255,1381
"XI Región","Salmón Atlántico","Semana 7 - Febrero 2024",123107,4432,0,16991,4799,6229,24622,20171,12067,3960,29408,0,0,11,1283,12553,0,0,0,6,0,0,0,0,536,10145,0,0,42,0,46,24622,122679,1068
"XI Región","Salmón Atlántico","Semana 7 - Febrero 2025",169344,1199,0,27822,404,4821,52595,22346,13400,4075,41429,0,28,1538,300,32944,0,0,53,2511,0,0,238,0,0,14422,0,0,508,0,53,52595,168091,1379
"XI Región","Salmón Atlántico","Semana 8 - Febrero 2024",157903,3341,0,21913,2230,5523,36039,40967,14219,3978,29613,0,0,18,1187,14015,0,0,0,127,0,0,10409,0,531,9522,0,0,60,101,69,36039,157823,1081
"XI Región","Salmón Atlántico","Semana 8 - Febrero 2025",177861,1255,0,36017,7034,5768,46574,25047,12109,3993,38485,0,0,1887,198,31149,0,0,27,1147,0,0,388,0,0,11505,0,0,217,0,56,46574,176282,1385
"XI Región","Salmón Atlántico","Semana 9 - Marzo 2024",170699,4077,0,16467,4891,5136,49508,45415,12590,3292,29273,0,0,0,1306,16911,0,0,0,99,0,0,23228,0,450,7350,0,0,56,0,108,49508,170649,2167
"XI Región","Salmón Atlántico","Semana 9 - Marzo 2025",201279,1752,0,29011,6224,9811,71164,30332,14272,3945,33202,0,1,500,237,49740,0,0,4,673,0,0,1009,1,0,18733,0,0,232,0,34,71164,199713,2715
"XI Región","Salmón coho","Semana 1 - Enero 2024",591873,530,0,13845,483434,1859,20538,56461,4685,1791,8606,0,79,0,5207,75,0,0,0,180,0,0,0,2883,4721,7393,0,0,0,0,0,20538,591749,700
"XI Región","Salmón coho","Semana 1 - Enero 2025",27997,0,0,6555,243,236,3746,8508,3218,655,3935,0,0,0,1719,321,0,0,0,0,0,0,0,93,0,1613,0,0,0,0,0,3746,27096,386
"XI Región","Salmón coho","Semana 10 - Marzo 2024",62811,479,0,35606,0,1148,7785,5360,4878,1945,5610,0,0,0,1709,24,0,0,0,7,0,0,0,5190,293,562,0,0,0,0,0,7785,62811,364
"XI Región","Salmón coho","Semana 10 - Marzo 2025",26857,0,0,7545,581,516,822,5114,2154,673,7302,0,0,0,75,0,0,0,0,0,0,0,0,410,0,309,0,0,0,0,28,822,24707,373
"XI Región","Salmón coho","Semana 11 - Marzo 2024",28654,412,0,3925,0,1780,4700,6443,4254,1342,5788,0,0,0,1690,6,0,0,0,9,0,0,0,2403,152,440,0,0,0,0,0,4700,28644,373
"XI Región","Salmón coho","Semana 11 - Marzo 2025",27229,12,0,6478,250,554,2777,6163,2213,645,4662,0,0,0,92,0,0,0,0,0,0,1268,0,1029,0,379,0,0,1,0,8,2777,23754,382
"XI Región","Salmón coho","Semana 12 - Marzo 2024",63687,180,0,42005,488,1380,3592,5907,3665,1235,5193,0,0,0,976,106,0,0,0,42,0,0,0,1676,200,591,0,0,0,0,1,3592,63645,388
"XI Región","Salmón coho","Semana 12 - Marzo 2025",33133,25,0,10188,343,492,6277,4307,1685,456,4642,0,0,0,58,0,0,0,0,0,0,2305,0,3205,0,708,0,0,0,0,1,6277,28415,391
"XI Región","Salmón coho","Semana 13 - Marzo 2024",44585,314,0,20905,14,1108,7349,3903,3791,1285,5897,0,0,0,585,1029,0,0,0,26,0,0,0,3088,916,1705,0,0,0,0,0,7349,44566,392
"XI Región","Salmón coho","Semana 13 - Marzo 2025",27012,0,0,5494,1402,134,6665,2670,1871,389,4269,0,0,0,40,0,0,0,0,0,0,1788,0,4579,0,258,0,0,0,0,0,6665,22894,388
"XI Región","Salmón coho","Semana 14 - Abril 2024",54377,36,0,25898,339,962,12477,2850,5379,1331,5046,0,0,0,613,1483,0,0,0,0,0,0,0,4611,1180,4587,0,0,0,0,3,12477,54318,391
"XI Región","Salmón coho","Semana 14 - Abril 2025",51088,67,0,25223,3904,392,5021,4676,2214,552,5555,0,0,0,169,0,0,0,0,0,0,653,136,3751,0,312,0,0,0,0,0,5021,47604,772
"XI Región","Salmón coho","Semana 15 - Abril 2024",121551,137,0,98168,335,1275,6416,2978,5131,1444,5593,0,0,0,1263,1624,0,0,0,0,0,0,0,1223,1288,1009,0,0,9,0,0,6416,121477,398
"XI Región","Salmón coho","Semana 15 - Abril 2025",39787,129,0,9742,2906,602,3752,4629,2311,567,5825,0,0,0,134,130,0,0,0,0,0,480,272,2052,0,663,0,0,20,0,1,3752,30463,380
"XI Región","Salmón coho","Semana 16 - Abril 2024",35408,440,0,3226,8144,965,7066,5441,3603,1111,5374,0,0,0,1524,1481,0,0,0,0,0,0,0,703,2636,722,0,0,0,0,0,7066,35370,405
"XI Región","Salmón coho","Semana 16 - Abril 2025",33531,37,0,71,4876,309,5640,3515,2089,1058,5076,0,0,0,141,0,0,0,0,0,0,197,217,4531,0,550,0,0,1,0,3,5640,22671,381
"XI Región","Salmón coho","Semana 17 - Abril 2024",21986,20,0,3301,0,867,5577,2630,2809,945,5781,0,0,0,1128,1644,0,0,0,0,0,0,0,429,1955,417,0,0,0,0,4,5577,21930,411
"XI Región","Salmón coho","Semana 17 - Abril 2025",31807,16,0,47,7567,316,7096,3783,1870,499,4184,0,43,0,117,112,0,0,0,0,0,133,0,6403,0,285,0,0,1,0,2,7096,25378,379
