"region","especie","timepoint","mort_total","mort_prim_depredadores","mort_prim_embrionaria","mort_prim_eliminacion","mort_prim_ambiental","mort_prim_sin_causa_aparente","mort_prim_secundaria","mort_prim_otras","mort_prim_desadaptado","mort_prim_deforme","mort_prim_dano_mecanico","mort_sec_vibrio","mort_sec_ipn","mort_sec_furunculosis_atipica","mort_sec_bkd","mort_sec_srs","mort_sec_isa","mort_sec_sit","mort_sec_yersiniosis","mort_sec_micosis","mort_sec_francisellosis","mort_sec_flavobacteriosis","mort_sec_amebiasis","mort_sec_sindrome_icterico","mort_sec_hsmi","mort_sec_tenacibaculosis","mort_sec_estreptococosis","mort_sec_ich","mort_sec_exofialosis","mort_sec_shs","mort_sec_nefrocalcinosis","mort_sec_real","mort_total_real","n_observaciones"
"X Región","Salmón coho","Semana 21 - Mayo 2025",82083,2524,0,29456,4955,678,7700,8840,9069,2642,12445,0,23,0,715,522,0,0,0,0,0,0,0,6102,0,331,0,0,7,0,0,7700,78309,839
"X Región","Salmón coho","Semana 22 - Junio 2024",63528,537,0,22997,1124,1211,10245,5711,9981,2307,8726,0,0,0,679,628,0,0,0,2,0,0,4,6665,2039,218,0,0,10,0,0,10245,62839,1494
"X Región","Salmón coho","Semana 22 - Junio 2025",62127,1710,0,14364,1275,1160,9447,5421,10616,3116,11099,0,28,0,695,851,0,0,0,0,0,0,0,7589,0,279,0,0,5,0,0,9447,58208,1744
"X Región","Salmón coho","Semana 23 - Junio 2024",54073,432,0,19976,658,956,9629,2022,9429,2600,7714,0,0,0,556,542,0,0,0,0,0,0,4,6607,1658,246,0,0,11,0,5,9629,53416,749
"X Región","Salmón coho","Semana 23 - Junio 2025",64009,548,0,17504,2090,778,6400,6979,11825,3486,8772,0,12,0,819,692,0,0,0,0,0,0,0,4190,0,678,0,0,9,0,0,6400,58382,899
"X Región","Salmón coho","Semana 24 - Junio 2024",47130,244,0,6367,435,1138,14218,1126,9081,2985,10886,0,0,0,618,535,0,0,0,0,0,0,28,11196,1469,369,0,0,2,0,1,14218,46480,752
"X Región","Salmón coho","Semana 24 - Junio 2025",48230,753,0,2413,1810,649,6767,5342,10879,3582,11756,0,1,0,857,726,0,0,0,0,0,0,0,4067,0,1104,0,0,10,0,2,6767,43951,920
"X Región","Salmón coho","Semana 25 - Junio 2024",46155,91,0,2941,416,1216,17941,1438,9136,2887,9514,0,0,0,903,420,0,0,0,5,0,0,15,14117,2249,228,0,0,4,0,0,17941,45580,753
"X Región","Salmón coho","Semana 25 - Junio 2025",84753,2211,0,35583,1423,733,7047,5384,12438,3985,11281,0,0,0,1096,572,0,0,0,0,0,0,0,4392,0,977,0,0,10,0,0,7047,80085,943
"X Región","Salmón coho","Semana 26 - Junio 2024",54578,754,0,875,774,1767,15555,4134,9810,2924,17496,0,0,0,865,421,0,0,0,8,0,0,0,11785,2134,332,0,0,8,0,2,15555,54089,765
"X Región","Salmón coho","Semana 26 - Junio 2025",146207,3141,0,100184,1368,815,6813,3001,12448,4117,9336,0,16,0,913,682,0,0,0,0,0,0,0,4001,0,1181,0,0,9,0,11,6813,141223,954
"X Región","Salmón coho","Semana 27 - Julio 2024",50447,1385,0,4715,459,1248,18067,4272,9550,2944,7328,0,0,0,1273,441,0,0,0,12,0,0,0,14230,1654,439,0,0,18,0,0,18067,49968,777
"X Región","Salmón coho","Semana 27 - Julio 2025",69435,2465,0,15154,7467,881,7789,2974,13071,4368,9447,0,13,0,984,1180,0,0,0,0,0,0,0,4135,0,1466,0,0,11,0,0,7789,63616,1938
"X Región","Salmón coho","Semana 28 - Julio 2024",48949,882,0,1983,1314,1087,17341,4783,9497,3087,8338,0,0,0,1651,452,0,0,0,5,0,28,0,13162,1540,493,0,0,10,0,0,17341,48312,784
"X Región","Salmón coho","Semana 28 - Julio 2025",51724,1509,0,7805,1478,562,6080,3014,12780,4590,8827,0,14,0,993,533,0,0,0,0,0,0,0,3592,0,938,0,0,10,0,0,6080,46645,967
"X Región","Salmón coho","Semana 29 - Julio 2024",79307,480,0,25244,1173,996,20156,11196,9604,2592,7209,0,0,0,2644,181,0,0,0,8,0,1083,0,14148,1575,496,0,0,21,0,0,20156,78650,776
"X Región","Salmón coho","Semana 29 - Julio 2025",54488,3325,0,5471,4106,474,6791,3466,13364,4457,8255,0,10,0,1215,726,0,0,0,0,0,0,0,3745,0,1078,0,0,17,0,0,6791,49709,965
"X Región","Salmón coho","Semana 3 - Enero 2024",154823,4108,0,80749,5095,1989,15888,9899,9494,3578,23939,0,0,0,5046,887,0,0,0,0,0,0,0,8142,1656,157,0,0,0,0,0,15888,154739,417
"X Región","Salmón coho","Semana 3 - Enero 2025",178061,3587,0,133003,3551,797,2804,13459,5538,1891,12170,0,0,0,107,5,0,0,0,0,0,0,0,2456,0,227,0,0,9,0,0,2804,176800,445
"X Región","Salmón coho","Semana 30 - Julio 2024",55282,520,0,5725,894,1157,19545,4096,9757,2942,9971,0,1,0,3019,244,0,0,0,15,0,1650,0,12300,1611,669,0,0,36,0,0,19545,54607,770
"X Región","Salmón coho","Semana 30 - Julio 2025",59452,7562,0,5157,5689,501,6512,3116,12502,4695,8191,0,8,0,900,429,0,0,0,0,0,0,0,4158,0,1007,0,0,10,0,0,6512,53925,954
"X Región","Salmón coho","Semana 31 - Agosto 2024",46811,1619,0,3931,885,788,13736,3489,10649,2863,8490,0,0,0,3069,153,0,0,0,0,0,491,0,7884,1485,608,0,0,46,0,0,13736,46450,1506
"X Región","Salmón coho","Semana 31 - Agosto 2025",52349,7814,0,2680,2106,518,5477,3256,11388,4229,9926,0,0,0,702,216,0,0,0,0,0,0,0,3758,0,780,0,0,21,0,0,5477,47394,1876
"X Región","Salmón coho","Semana 32 - Agosto 2024",48040,1088,0,3803,936,738,16911,2003,9449,2883,9945,0,0,0,3064,118,0,0,0,12,0,674,0,10748,1409,847,0,0,39,0,0,16911,47756,737
"X Región","Salmón coho","Semana 32 - Agosto 2025",45483,530,0,4066,3284,601,5916,2516,11133,4468,8398,0,3,0,859,268,0,0,0,0,0,0,0,3842,0,924,0,0,20,0,0,5916,40912,925
"X Región","Salmón coho","Semana 33 - Agosto 2024",61868,1447,0,5434,3474,769,27879,2387,9568,2712,7828,0,0,0,2182,69,0,0,0,55,0,612,0,22305,1785,821,0,0,50,0,0,27879,61498,723
"X Región","Salmón coho","Semana 33 - Agosto 2025",50907,6886,0,1869,1098,604,6623,3437,11626,5255,9262,0,1,0,821,321,0,0,0,0,0,0,0,4459,0,1006,0,0,14,0,1,6623,46660,901
"X Región","Salmón coho","Semana 34 - Agosto 2024",55291,999,0,8076,1467,964,22668,1213,10145,2491,6903,0,0,0,557,60,0,0,0,37,0,684,0,19185,1445,640,0,0,60,0,0,22668,54926,704
"X Región","Salmón coho","Semana 35 - Septiembre 2024",48263,1317,0,6034,1235,768,21148,1014,8928,2328,5200,0,0,0,74,37,0,0,0,25,0,202,0,19008,1165,599,0,0,38,0,0,21148,47972,1326
"X Región","Salmón coho","Semana 36 - Septiembre 2024",44956,1243,0,1713,1571,870,20652,1003,10208,2458,4978,0,0,0,104,36,0,0,0,91,0,0,6,18314,1357,654,0,0,90,0,0,20652,44696,657
"X Región","Salmón coho","Semana 37 - Septiembre 2024",43583,737,0,1305,4635,747,19101,938,8577,2342,4960,0,0,0,175,19,0,0,0,32,0,0,0,17058,1254,527,0,0,36,0,0,19101,43342,637
"X Región","Salmón coho","Semana 38 - Septiembre 2024",46556,275,0,653,2598,682,19602,616,7944,2235,11713,0,0,0,133,24,0,0,0,51,0,0,0,17716,1050,585,0,0,43,0,0,19602,46318,625
"X Región","Salmón coho","Semana 39 - Septiembre 2024",73418,329,0,132,15734,783,16204,4794,8797,2212,24166,0,0,0,110,39,0,0,0,20,0,0,0,14178,1150,671,0,0,36,0,0,16204,73151,628
"X Región","Salmón coho","Semana 4 - Enero 2024",124418,3226,0,65751,2208,3094,14440,1695,7104,3855,23000,0,0,0,4402,560,0,0,0,0,0,0,0,8186,1116,169,0,0,7,0,0,14440,124373,391
"X Región","Salmón coho","Semana 4 - Enero 2025",93375,3357,0,43450,6132,872,2971,11787,7821,2207,12689,0,0,0,77,50,0,0,0,0,0,134,0,2435,0,272,0,0,2,0,1,2971,91286,446
"X Región","Salmón coho","Semana 40 - Octubre 2024",49810,989,0,38,6257,738,19926,1509,7834,2297,10028,0,0,0,180,18,0,0,0,52,0,0,0,18022,969,664,0,0,21,0,0,19926,49616,1204
"X Región","Salmón coho","Semana 41 - Octubre 2024",66274,740,0,405,4045,663,25022,11668,7567,2390,13623,0,0,0,211,37,0,0,0,0,0,0,0,22512,1561,681,0,0,20,0,0,25022,66123,577
"X Región","Salmón coho","Semana 42 - Octubre 2024",97599,1125,0,22098,5607,756,40853,8705,6755,2464,9081,0,0,0,160,65,0,0,0,56,0,0,0,38386,1616,563,0,0,7,0,0,40853,97444,559
"X Región","Salmón coho","Semana 43 - Octubre 2024",119748,2527,0,32047,9724,1012,42976,4161,8589,2478,16078,0,0,0,117,69,0,0,0,86,0,0,0,40957,1152,535,0,0,60,0,0,42976,119592,544
"X Región","Salmón coho","Semana 44 - Noviembre 2024",82992,3280,0,13486,4783,1071,25819,3277,7607,2719,20835,0,0,0,190,109,0,0,0,25,0,0,0,23873,924,587,0,0,111,0,0,25819,82877,1068
"X Región","Salmón coho","Semana 45 - Noviembre 2024",124569,6220,0,55205,6483,3404,23330,5431,7032,2544,14863,0,0,0,312,85,0,0,0,19,0,0,0,21195,968,587,0,0,92,0,72,23330,124512,534
"X Región","Salmón coho","Semana 46 - Noviembre 2024",120338,4729,0,60016,5101,2380,19580,5437,6744,2566,13719,0,0,0,336,91,0,0,0,16,0,0,0,17807,515,724,0,0,28,0,63,19580,120272,505
"X Región","Salmón coho","Semana 47 - Noviembre 2024",102831,6155,0,21702,29142,1237,14575,4485,6002,1908,17599,0,0,0,187,112,0,0,0,2,0,0,0,13044,462,706,0,0,28,0,34,14575,102805,485
"X Región","Salmón coho","Semana 48 - Diciembre 2024",142288,5282,0,97180,3945,715,9606,6823,5688,1898,11117,0,0,0,157,80,0,0,0,25,0,0,0,8010,550,737,0,0,31,0,16,9606,142254,1004
"X Región","Salmón coho","Semana 49 - Diciembre 2024",87887,3919,0,39121,8442,808,6476,10601,4130,2025,12345,0,0,0,201,41,0,0,0,13,0,0,0,5354,365,470,0,0,28,0,4,6476,87867,494
"X Región","Salmón coho","Semana 5 - Febrero 2024",361983,1522,0,304242,847,2015,15914,5340,6193,3883,21883,0,0,0,6032,252,0,0,0,0,0,0,0,8612,942,66,0,0,10,0,0,15914,361839,765
"X Región","Salmón coho","Semana 5 - Febrero 2025",188788,2844,0,145769,3679,1012,3359,8422,6576,2583,13312,0,0,0,214,76,0,0,0,0,0,158,0,2560,0,347,0,0,4,0,0,3359,187556,856
"X Región","Salmón coho","Semana 50 - Diciembre 2024",89101,4833,0,41387,11456,1028,4931,8928,4447,1772,10318,0,0,0,284,24,0,0,0,6,0,0,0,4108,140,329,0,0,26,0,14,4931,89100,470
"X Región","Salmón coho","Semana 51 - Diciembre 2024",137473,7822,0,53826,11874,789,3979,32541,4592,1909,20077,0,0,0,257,16,0,0,0,0,0,0,0,2983,170,519,0,0,29,0,5,3979,137409,464
"X Región","Salmón coho","Semana 52 - Diciembre 2024",143816,8177,0,89387,7665,833,2253,11676,5421,2813,15585,0,0,0,157,1,0,0,0,0,0,0,0,1361,106,600,0,0,25,0,3,2253,143810,447
"X Región","Salmón coho","Semana 6 - Febrero 2024",228349,1080,0,163088,12742,1236,14344,8985,4267,2776,19538,0,0,0,4412,71,0,0,0,0,0,0,0,8276,1394,178,0,0,9,0,4,14344,228056,398
"X Región","Salmón coho","Semana 6 - Febrero 2025",151755,1187,0,69151,45672,595,2534,5987,6268,1654,14569,0,0,0,118,71,0,0,0,0,0,123,0,1862,0,352,0,0,0,0,8,2534,147617,419
"X Región","Salmón coho","Semana 7 - Febrero 2024",142821,973,0,71643,7057,1671,13611,27300,4917,2989,12495,0,0,0,2668,154,0,0,0,0,0,0,0,9651,1009,126,0,0,2,0,1,13611,142656,431
"X Región","Salmón coho","Semana 7 - Febrero 2025",126349,2024,0,87288,2444,532,1728,9089,7610,1420,10953,0,0,0,27,93,0,0,0,0,0,20,0,1257,0,324,0,0,0,0,7,1728,123088,421
"X Región","Salmón coho","Semana 8 - Febrero 2024",72190,183,0,7113,10009,1113,12479,19184,5436,2854,13616,0,0,0,1320,137,0,0,0,294,0,0,0,9943,708,77,0,0,0,0,0,12479,71987,443
"X Región","Salmón coho","Semana 8 - Febrero 2025",229377,2775,0,181323,3709,617,2020,10040,7056,1663,17566,0,0,0,44,121,0,0,0,0,0,0,0,1549,0,300,0,0,5,0,1,2020,226769,428
"X Región","Salmón coho","Semana 9 - Marzo 2024",141089,3812,0,95159,1798,1425,9531,14410,4349,2245,8348,0,0,0,573,95,0,0,0,223,0,0,0,6989,960,689,0,0,2,0,0,9531,141077,830
"X Región","Salmón coho","Semana 9 - Marzo 2025",308842,1152,0,264420,3583,781,3007,4705,8589,1799,17318,0,0,0,154,249,0,0,0,0,0,0,0,1805,0,799,0,0,0,0,0,3007,305354,843
"X Región","Trucha arcoíris","Semana 1 - Enero 2024",55109,372,0,7767,1120,6328,21277,2662,5488,2172,7900,0,0,0,0,11384,0,8177,0,0,0,8,0,0,218,1472,0,0,0,0,18,21277,55086,361
"X Región","Trucha arcoíris","Semana 1 - Enero 2025",12397,1055,0,0,0,635,733,3618,885,500,4753,0,0,0,0,636,0,53,0,0,0,0,0,0,0,44,0,0,0,0,0,733,12179,111
"X Región","Trucha arcoíris","Semana 10 - Marzo 2024",61631,2745,0,22934,1220,4035,17564,1357,5394,1138,5116,0,0,0,0,10119,0,1951,0,0,0,29,0,0,232,5210,0,0,0,0,23,17564,61503,244
"X Región","Trucha arcoíris","Semana 10 - Marzo 2025",45870,4137,0,22078,0,904,2702,376,1150,308,14069,0,0,0,0,1466,0,411,0,0,0,0,0,0,0,792,0,0,0,0,33,2702,45724,79
"X Región","Trucha arcoíris","Semana 11 - Marzo 2024",62904,4023,0,22768,108,3950,16244,1644,5945,1024,7121,0,0,0,0,8511,0,1269,0,0,0,5,0,0,1589,4855,0,0,0,0,15,16244,62827,247
"X Región","Trucha arcoíris","Semana 11 - Marzo 2025",44630,5263,0,19849,0,783,5372,384,1485,418,10889,0,0,0,0,4225,0,481,0,0,0,0,0,0,0,666,0,0,0,0,0,5372,44443,79
"X Región","Trucha arcoíris","Semana 12 - Marzo 2024",62629,4669,0,25856,704,5471,8918,4921,5696,920,5395,0,0,0,0,5281,0,775,0,0,0,2,0,0,434,2412,0,0,0,0,14,8918,62550,257
"X Región","Trucha arcoíris","Semana 12 - Marzo 2025",49270,2788,0,24108,7797,594,5926,940,587,339,6054,0,0,0,0,4496,0,456,0,0,0,0,0,0,0,974,0,0,0,0,0,5926,49133,75
"X Región","Trucha arcoíris","Semana 13 - Marzo 2024",76831,4918,0,36010,361,4484,8188,10747,5388,1078,5166,0,0,0,0,5229,0,691,0,0,0,12,0,0,474,1769,0,0,0,0,13,8188,76340,249
"X Región","Trucha arcoíris","Semana 13 - Marzo 2025",35803,5907,0,18052,483,488,5459,977,768,365,3093,0,0,0,0,3437,0,912,0,0,0,0,0,0,0,1110,0,0,0,0,0,5459,35592,75
"X Región","Trucha arcoíris","Semana 14 - Abril 2024",54919,5646,0,13748,549,3212,9895,11427,4166,1361,4704,0,0,0,0,5849,0,505,0,0,0,12,1546,0,304,1661,0,0,0,0,18,9895,54708,242
"X Región","Trucha arcoíris","Semana 14 - Abril 2025",24430,9808,0,0,2450,1105,2385,3032,1277,419,3305,0,0,0,0,1194,0,645,0,0,0,0,0,0,0,520,0,0,0,0,26,2385,23781,152
"X Región","Trucha arcoíris","Semana 15 - Abril 2024",65857,5910,0,18942,349,3603,13068,13052,5012,2162,3520,0,0,0,0,5442,0,826,0,0,0,43,4229,0,692,1777,0,0,0,0,59,13068,65618,232
"X Región","Trucha arcoíris","Semana 15 - Abril 2025",29791,6139,0,4603,2231,1212,5730,2833,1579,819,3012,0,0,0,0,2465,0,1992,0,0,0,0,0,0,0,1271,0,0,0,0,2,5730,28158,75
"X Región","Trucha arcoíris","Semana 16 - Abril 2024",113726,7824,0,34381,6384,3919,29606,21460,3964,1881,3976,0,0,0,0,6008,0,2657,0,0,0,16,16577,0,417,3911,0,0,0,0,20,29606,113395,219
"X Región","Trucha arcoíris","Semana 16 - Abril 2025",21557,2398,0,7288,0,772,4812,781,1053,817,3030,0,0,0,0,1870,0,1432,0,0,0,0,0,0,0,1510,0,0,0,0,0,4812,20951,77
"X Región","Trucha arcoíris","Semana 17 - Abril 2024",97775,6255,0,27178,2558,3509,27763,22081,3358,1011,3396,0,0,0,0,4895,0,1257,0,0,0,110,17853,0,0,3639,0,0,0,0,9,27763,97109,211
"X Región","Trucha arcoíris","Semana 17 - Abril 2025",13798,2286,0,4594,153,912,1842,449,926,295,2174,0,0,0,0,1088,0,255,0,0,0,0,0,0,0,498,0,0,0,0,1,1842,13631,80
"X Región","Trucha arcoíris","Semana 18 - Mayo 2024",92733,2021,0,31980,1614,2977,23384,19949,4333,1927,4049,0,0,0,0,5296,0,1169,0,0,0,150,12651,0,0,4104,0,0,0,0,14,23384,92234,413
"X Región","Trucha arcoíris","Semana 18 - Mayo 2025",16070,6389,0,2397,0,1216,1628,417,1038,292,1796,0,0,0,0,998,0,209,0,0,0,0,0,0,0,420,0,0,0,0,1,1628,15173,154
"X Región","Trucha arcoíris","Semana 19 - Mayo 2024",68377,2753,0,14550,2959,2646,20051,14253,3378,1562,4938,0,0,0,0,5004,0,1034,0,0,0,44,7626,0,0,6336,0,0,0,0,7,20051,67090,204
"X Región","Trucha arcoíris","Semana 19 - Mayo 2025",14375,3728,0,4198,0,865,1937,168,939,375,1537,0,0,0,0,947,0,323,0,0,0,0,0,0,0,667,0,0,0,0,0,1937,13747,80
"X Región","Trucha arcoíris","Semana 2 - Enero 2024",58595,440,0,15709,378,6992,19078,1877,5366,1992,6805,0,0,0,0,11880,0,5519,0,0,0,18,0,0,212,1398,0,0,0,0,51,19078,58637,259
"X Región","Trucha arcoíris","Semana 2 - Enero 2025",33910,2107,0,8057,0,839,1083,12397,2257,471,6591,0,0,0,0,799,0,160,0,0,0,0,0,0,0,124,0,0,0,0,0,1083,33802,105
"X Región","Trucha arcoíris","Semana 20 - Mayo 2024",73577,2914,0,33245,5718,2957,10834,7085,2203,1061,6493,0,0,0,0,4340,0,751,0,0,0,9,571,0,0,5145,0,0,0,0,18,10834,72510,201
"X Región","Trucha arcoíris","Semana 20 - Mayo 2025",22492,7098,0,9821,0,551,1109,180,397,415,2484,0,0,0,0,371,0,214,0,0,0,0,0,0,0,524,0,0,0,0,0,1109,22055,75
"X Región","Trucha arcoíris","Semana 21 - Mayo 2024",63692,2044,0,27311,3558,3049,11817,5993,3244,1463,4053,0,0,0,0,4531,0,261,0,0,0,1,0,0,0,6995,0,0,0,0,29,11817,62532,194
"X Región","Trucha arcoíris","Semana 21 - Mayo 2025",8530,3029,0,0,0,610,903,93,756,400,2263,0,0,0,0,494,0,61,0,0,0,0,0,0,0,347,0,0,0,0,1,903,8054,68
"X Región","Trucha arcoíris","Semana 22 - Junio 2024",57676,7773,0,21335,1057,3208,8759,4695,4296,1082,4483,0,0,0,0,3579,0,592,0,0,0,0,0,11,0,4577,0,0,0,0,0,8759,56688,382
"X Región","Trucha arcoíris","Semana 22 - Junio 2025",8568,2453,0,7,0,1033,1293,126,1217,228,1787,0,0,0,0,841,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,1293,8144,117
"X Región","Trucha arcoíris","Semana 23 - Junio 2024",67463,2487,0,38901,338,2463,7139,5202,3462,1192,4751,0,0,0,0,4446,0,361,0,0,0,0,0,0,0,2328,0,0,0,0,4,7139,65935,182
"X Región","Trucha arcoíris","Semana 23 - Junio 2025",9123,2918,0,4,0,715,1113,154,905,215,2834,0,0,0,0,776,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,1113,8858,58
"X Región","Trucha arcoíris","Semana 24 - Junio 2024",57985,2103,0,36723,0,2322,5320,2066,2686,956,3730,0,0,0,0,4675,0,49,0,0,0,0,0,0,0,594,0,0,0,0,2,5320,55906,173
"X Región","Trucha arcoíris","Semana 24 - Junio 2025",12537,2590,0,5068,0,256,427,1215,334,192,2308,0,0,0,0,295,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,427,12390,67
"X Región","Trucha arcoíris","Semana 25 - Junio 2024",65198,1910,0,44163,0,2350,6208,1295,2156,869,4083,0,0,0,0,5740,0,0,0,0,0,0,0,0,1,467,0,0,0,0,0,6208,63034,168
"X Región","Trucha arcoíris","Semana 25 - Junio 2025",11978,2273,0,4317,0,568,640,1076,349,158,2392,0,0,0,0,419,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,640,11773,85
"X Región","Trucha arcoíris","Semana 26 - Junio 2024",119720,4710,0,95099,2,1876,7483,1336,2250,861,4260,0,0,0,0,6801,0,338,0,0,0,0,0,0,0,338,0,0,0,0,6,7483,117877,165
"X Región","Trucha arcoíris","Semana 26 - Junio 2025",17366,2059,0,12419,0,525,454,311,245,58,1161,0,0,0,0,325,0,0,0,0,0,0,0,0,0,126,0,0,0,0,3,454,17232,94
"X Región","Trucha arcoíris","Semana 27 - Julio 2024",128005,1547,0,106667,4,1469,8502,1013,2097,919,3970,0,0,0,0,7884,0,254,0,0,0,3,0,0,0,353,0,0,0,0,8,8502,126188,163
"X Región","Trucha arcoíris","Semana 27 - Julio 2025",7338,2024,0,1999,0,888,350,495,382,205,906,0,0,0,0,262,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,350,7249,194
"X Región","Trucha arcoíris","Semana 28 - Julio 2024",83405,1384,0,63855,21,2577,8322,591,1528,617,3248,0,0,0,0,7907,0,250,0,0,0,0,0,0,0,157,0,0,0,0,8,8322,82143,159
"X Región","Trucha arcoíris","Semana 28 - Julio 2025",28007,1801,0,23339,0,902,223,420,331,141,790,0,0,0,0,115,0,19,0,0,0,0,0,0,0,89,0,0,0,0,0,223,27947,98
"X Región","Trucha arcoíris","Semana 29 - Julio 2024",47203,1256,0,27018,0,2925,7036,307,1953,573,3901,0,0,0,0,6745,0,130,0,0,0,0,0,0,0,157,0,0,0,0,4,7036,44969,154
"X Región","Trucha arcoíris","Semana 29 - Julio 2025",3762,51,0,0,0,1637,287,287,609,328,526,0,0,0,0,111,0,50,0,0,0,0,0,0,0,123,0,0,0,0,3,287,3725,95
"X Región","Trucha arcoíris","Semana 3 - Enero 2024",72276,308,0,11221,0,8917,18819,5546,7873,2336,17247,0,0,0,0,10504,0,6392,0,0,0,15,0,0,158,1717,0,0,0,0,33,18819,72267,260
"X Región","Trucha arcoíris","Semana 3 - Enero 2025",38406,1934,0,9979,36,790,2316,12591,3493,780,6444,0,0,0,0,753,0,232,0,0,0,92,0,0,0,1183,0,0,0,0,56,2316,38363,101
"X Región","Trucha arcoíris","Semana 30 - Julio 2024",30097,2463,0,10550,0,2206,6206,474,1535,800,4212,0,0,0,0,5630,0,308,0,0,0,0,0,0,0,268,0,0,0,0,0,6206,28446,152
"X Región","Trucha arcoíris","Semana 30 - Julio 2025",3955,129,0,20,0,1162,402,463,580,420,770,0,0,0,0,105,0,96,0,0,0,0,0,0,0,191,0,0,0,0,10,402,3946,105
"X Región","Trucha arcoíris","Semana 31 - Agosto 2024",90514,2208,0,73922,5,2218,4813,1210,1407,710,3047,0,0,0,0,4268,0,346,0,0,0,0,0,0,0,199,0,0,0,0,0,4813,89540,314
"X Región","Trucha arcoíris","Semana 31 - Agosto 2025",4911,704,0,37,0,1169,278,676,799,388,847,0,0,0,0,37,0,64,0,0,0,0,0,0,0,168,0,0,0,0,9,278,4898,220
"X Región","Trucha arcoíris","Semana 32 - Agosto 2024",30839,842,0,17148,0,2991,3861,915,1392,493,2482,0,0,0,0,3545,0,209,0,0,0,1,0,0,0,104,0,0,0,0,2,3861,30124,156
"X Región","Trucha arcoíris","Semana 32 - Agosto 2025",5537,185,0,384,0,963,389,396,904,445,1794,0,0,0,0,12,0,147,0,0,0,0,0,0,0,220,0,0,0,0,10,389,5460,113
"X Región","Trucha arcoíris","Semana 33 - Agosto 2024",81114,368,0,69062,0,2515,3164,280,1268,500,3489,0,0,0,0,2901,0,82,0,0,0,2,0,0,0,178,0,0,0,0,1,3164,80646,165
"X Región","Trucha arcoíris","Semana 33 - Agosto 2025",4277,134,0,817,0,817,240,354,665,427,806,0,0,0,0,2,0,88,0,0,0,0,0,0,0,148,0,0,0,0,2,240,4260,110
"X Región","Trucha arcoíris","Semana 34 - Agosto 2024",15838,352,0,3792,0,2283,3248,1021,1307,723,2324,0,0,0,0,2704,0,432,0,0,0,0,0,0,0,112,0,0,0,0,0,3248,15050,168
"X Región","Trucha arcoíris","Semana 35 - Septiembre 2024",14208,271,0,94,0,2626,3793,1743,1666,851,2315,0,0,0,0,2996,0,771,0,0,0,0,0,0,0,26,0,0,0,0,0,3793,13359,334
"X Región","Trucha arcoíris","Semana 36 - Septiembre 2024",15659,375,0,890,0,2743,3765,1192,1940,352,2798,0,0,0,0,3046,0,569,0,0,0,5,0,0,7,137,0,0,0,0,1,3765,14055,180
"X Región","Trucha arcoíris","Semana 37 - Septiembre 2024",19846,415,0,5017,0,3057,3652,721,1601,362,3985,0,0,0,0,3185,0,282,0,0,0,0,0,0,7,171,0,0,0,0,7,3652,18810,181
"X Región","Trucha arcoíris","Semana 38 - Septiembre 2024",16984,582,0,4712,0,1862,4169,955,963,780,2007,0,0,0,0,2949,0,478,0,0,0,0,0,0,357,383,0,0,0,0,2,4169,16030,180
"X Región","Trucha arcoíris","Semana 39 - Septiembre 2024",18401,787,0,5279,0,2000,3794,899,980,643,2991,0,0,0,0,2642,0,470,0,0,0,0,0,0,229,449,0,0,0,0,4,3794,17373,180
"X Región","Trucha arcoíris","Semana 4 - Enero 2024",122593,1195,0,17298,0,5753,24446,2011,9141,1512,61200,0,0,0,0,15573,0,6531,0,0,0,2,0,0,195,2094,0,0,0,0,51,24446,122556,260
"X Región","Trucha arcoíris","Semana 4 - Enero 2025",32997,1146,0,15514,0,974,4679,791,3035,414,6471,0,0,0,0,1054,0,174,0,0,0,1615,0,0,0,1732,0,0,0,0,104,4679,33024,94
"X Región","Trucha arcoíris","Semana 40 - Octubre 2024",14807,136,0,3103,0,2642,3461,449,1573,406,2157,0,0,0,0,1991,0,1270,0,0,0,0,0,0,51,143,0,0,0,0,6,3461,13927,358
"X Región","Trucha arcoíris","Semana 41 - Octubre 2024",31993,398,0,12914,0,2448,6070,590,1665,636,6430,0,0,0,0,1946,0,3050,0,0,0,0,0,0,696,358,0,0,0,0,20,6070,31151,178
"X Región","Trucha arcoíris","Semana 42 - Octubre 2024",37246,707,0,23011,0,2284,5613,446,1071,695,2703,0,0,0,0,1910,0,2866,0,0,0,0,0,0,505,325,0,0,0,0,7,5613,36530,171
"X Región","Trucha arcoíris","Semana 43 - Octubre 2024",23287,857,0,8444,0,1994,6233,498,1106,781,2727,0,0,0,0,1712,0,4137,0,0,0,0,0,0,198,184,0,0,0,0,2,6233,22640,167
"X Región","Trucha arcoíris","Semana 44 - Noviembre 2024",15159,1008,0,169,0,1860,7262,543,1211,386,2299,0,0,0,0,1944,0,5114,0,0,0,0,0,0,30,168,0,0,0,0,6,7262,14738,322
"X Región","Trucha arcoíris","Semana 45 - Noviembre 2024",13760,640,0,0,0,1668,7180,619,916,397,1975,0,0,0,0,1461,0,5514,0,0,0,1,0,0,23,181,0,0,0,0,0,7180,13395,157
